BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
155,Cuba,1985,F,25,999,4.91,56.05,28.71,34.84,15.50,4.22,3.27,7.19,4.89,2.15,0.15,2559,CUB,Latin America and the Caribbean
155,Cuba,1990,F,25,999,4.07,46.42,25.30,43.63,20.50,5.89,4.54,8.10,5.12,2.77,0.21,2953,CUB,Latin America and the Caribbean
155,Cuba,1995,F,25,999,3.53,37.59,21.63,51.52,25.06,7.36,5.65,8.90,5.31,3.33,0.26,3330,CUB,Latin America and the Caribbean
155,Cuba,2000,F,25,999,3.46,30.94,18.65,58.09,28.45,7.51,5.75,9.39,5.42,3.70,0.27,3670,CUB,Latin America and the Caribbean
155,Cuba,2005,F,25,999,3.51,26.60,16.58,62.11,31.28,7.79,5.96,9.67,5.49,3.90,0.28,3801,CUB,Latin America and the Caribbean
155,Cuba,2010,F,25,999,3.42,22.65,14.61,63.32,32.67,10.60,8.09,10.05,5.55,4.12,0.37,3932,CUB,Latin America and the Caribbean
53,Dominican Rep.,1950,F,25,999,43.43,53.13,13.81,2.65,0.54,0.79,0.46,2.40,2.21,0.16,0.02,390,DOM,Latin America and the Caribbean
53,Dominican Rep.,1955,F,25,999,43.41,53.11,13.80,2.68,0.57,0.79,0.46,2.41,2.22,0.17,0.03,458,DOM,Latin America and the Caribbean
53,Dominican Rep.,1960,F,25,999,43.40,53.10,13.80,2.70,0.59,0.80,0.46,2.41,2.22,0.17,0.03,543,DOM,Latin America and the Caribbean
53,Dominican Rep.,1965,F,25,999,42.77,50.00,7.02,6.32,1.40,0.91,0.50,2.51,2.14,0.34,0.03,637,DOM,Latin America and the Caribbean
53,Dominican Rep.,1970,F,25,999,42.80,44.80,3.90,11.10,2.40,1.30,0.55,2.81,2.20,0.57,0.04,748,DOM,Latin America and the Caribbean
53,Dominican Rep.,1975,F,25,999,37.22,47.99,4.46,13.23,3.04,1.59,0.72,3.19,2.46,0.69,0.05,876,DOM,Latin America and the Caribbean
53,Dominican Rep.,1980,F,25,999,32.60,49.45,4.94,15.38,3.64,2.59,1.13,3.63,2.71,0.84,0.07,1036,DOM,Latin America and the Caribbean
53,Dominican Rep.,1985,F,25,999,29.05,49.04,5.35,17.83,4.38,4.11,1.77,4.11,2.95,1.05,0.12,1241,DOM,Latin America and the Caribbean
53,Dominican Rep.,1990,F,25,999,25.71,47.13,5.64,21.02,5.39,6.16,2.58,4.71,3.21,1.32,0.17,1482,DOM,Latin America and the Caribbean
53,Dominican Rep.,1995,F,25,999,22.64,43.86,5.77,24.73,6.62,8.78,3.57,5.40,3.50,1.65,0.25,1742,DOM,Latin America and the Caribbean
53,Dominican Rep.,2000,F,25,999,18.94,40.05,5.77,29.74,8.30,11.28,4.49,6.10,3.84,1.95,0.32,2018,DOM,Latin America and the Caribbean
53,Dominican Rep.,2005,F,25,999,15.25,40.01,6.30,30.46,8.86,14.28,5.66,6.58,4.07,2.11,0.40,2285,DOM,Latin America and the Caribbean
53,Dominican Rep.,2010,F,25,999,12.11,39.10,6.73,31.05,9.42,17.74,7.00,7.10,4.30,2.31,0.49,2561,DOM,Latin America and the Caribbean
72,Ecuador,1950,F,25,999,57.10,39.20,13.40,3.50,1.72,0.20,0.12,1.97,1.80,0.17,0.01,747,ECU,Latin America and the Caribbean
72,Ecuador,1955,F,25,999,51.33,43.74,13.41,4.67,2.27,0.30,0.18,2.25,2.01,0.23,0.01,803,ECU,Latin America and the Caribbean
72,Ecuador,1960,F,25,999,43.40,49.60,13.20,6.50,3.15,0.50,0.29,2.64,2.30,0.32,0.02,883,ECU,Latin America and the Caribbean
72,Ecuador,1965,F,25,999,42.09,49.78,22.98,7.53,3.64,0.63,0.36,3.07,2.67,0.37,0.02,988,ECU,Latin America and the Caribbean
72,Ecuador,1970,F,25,999,39.74,49.84,27.53,9.38,4.56,1.03,0.55,3.46,2.95,0.48,0.03,1115,ECU,Latin America and the Caribbean
72,Ecuador,1975,F,25,999,36.80,49.80,30.37,11.80,5.80,1.70,0.81,3.90,3.22,0.63,0.05,1270,ECU,Latin America and the Caribbean
72,Ecuador,1980,F,25,999,29.05,48.29,31.20,17.11,8.82,5.50,3.20,5.02,3.74,1.11,0.17,1497,ECU,Latin America and the Caribbean
72,Ecuador,1985,F,25,999,26.15,45.66,30.78,20.37,10.85,7.81,4.57,5.64,3.98,1.41,0.25,1772,ECU,Latin America and the Caribbean
72,Ecuador,1990,F,25,999,24.13,42.58,29.72,22.23,13.99,11.07,6.43,6.27,4.17,1.75,0.35,2104,ECU,Latin America and the Caribbean
72,Ecuador,1995,F,25,999,21.85,41.46,29.78,23.56,13.18,13.22,7.89,6.66,4.34,1.90,0.42,2479,ECU,Latin America and the Caribbean
72,Ecuador,2000,F,25,999,22.24,40.34,29.61,22.97,15.06,14.45,8.60,6.81,4.34,2.01,0.46,2836,ECU,Latin America and the Caribbean
72,Ecuador,2005,F,25,999,20.06,38.99,29.15,24.98,14.18,15.93,9.49,7.14,4.50,2.13,0.51,3229,ECU,Latin America and the Caribbean
72,Ecuador,2010,F,25,999,18.80,36.97,28.12,27.57,15.84,16.59,9.79,7.43,4.60,2.30,0.53,3665,ECU,Latin America and the Caribbean
54,El Salvador,1950,F,25,999,70.90,26.60,5.20,2.40,0.95,0.10,0.06,1.20,1.10,0.10,0.00,372,SLV,Latin America and the Caribbean
54,El Salvador,1955,F,25,999,67.87,28.60,4.60,3.47,1.37,0.09,0.05,1.35,1.21,0.14,0.00,418,SLV,Latin America and the Caribbean
54,El Salvador,1960,F,25,999,66.60,29.10,4.30,4.30,1.70,0.10,0.06,1.44,1.27,0.17,0.00,473,SLV,Latin America and the Caribbean
54,El Salvador,1965,F,25,999,62.99,31.49,4.86,5.23,2.06,0.29,0.17,1.64,1.42,0.21,0.01,534,SLV,Latin America and the Caribbean
54,El Salvador,1970,F,25,999,59.72,33.43,6.15,6.12,2.40,0.64,0.35,1.88,1.59,0.26,0.02,629,SLV,Latin America and the Caribbean
54,El Salvador,1975,F,25,999,54.70,36.66,7.87,7.15,2.81,1.30,0.67,2.22,1.84,0.34,0.04,727,SLV,Latin America and the Caribbean
54,El Salvador,1980,F,25,999,49.32,40.14,9.82,8.01,3.17,2.24,1.18,2.60,2.11,0.42,0.07,830,SLV,Latin America and the Caribbean
54,El Salvador,1985,F,25,999,43.74,43.39,11.56,9.04,3.57,3.70,2.03,3.05,2.41,0.53,0.11,923,SLV,Latin America and the Caribbean
54,El Salvador,1990,F,25,999,38.81,46.07,13.45,9.78,3.97,5.34,3.38,3.51,2.69,0.64,0.17,1040,SLV,Latin America and the Caribbean
54,El Salvador,1995,F,25,999,33.58,46.33,14.60,13.61,5.82,6.32,3.75,4.38,3.32,0.86,0.20,1215,SLV,Latin America and the Caribbean
54,El Salvador,2000,F,25,999,28.36,44.81,15.07,18.13,8.48,8.48,5.40,5.35,4.01,1.07,0.28,1442,SLV,Latin America and the Caribbean
54,El Salvador,2005,F,25,999,24.22,41.59,14.41,24.59,13.38,9.61,6.36,6.27,4.66,1.29,0.32,1701,SLV,Latin America and the Caribbean
54,El Salvador,2010,F,25,999,18.89,40.59,15.31,29.72,15.93,10.81,7.18,7.11,5.32,1.43,0.36,1934,SLV,Latin America and the Caribbean
56,Guatemala,1950,F,25,999,77.70,20.10,5.40,2.10,1.47,0.10,0.06,1.01,0.90,0.11,0.00,554,GTM,Latin America and the Caribbean
56,Guatemala,1955,F,25,999,78.34,19.25,5.39,2.31,1.59,0.11,0.07,1.01,0.88,0.12,0.00,639,GTM,Latin America and the Caribbean
56,Guatemala,1960,F,25,999,78.85,18.08,4.96,2.95,2.00,0.16,0.09,1.04,0.88,0.16,0.01,738,GTM,Latin America and the Caribbean
56,Guatemala,1965,F,25,999,78.83,17.53,4.70,3.42,2.27,0.23,0.13,1.08,0.89,0.18,0.01,840,GTM,Latin America and the Caribbean
56,Guatemala,1970,F,25,999,78.12,17.53,4.66,4.05,2.66,0.32,0.18,1.16,0.93,0.22,0.01,955,GTM,Latin America and the Caribbean
56,Guatemala,1975,F,25,999,75.36,19.34,5.12,4.80,3.11,0.50,0.36,1.34,1.05,0.27,0.02,1102,GTM,Latin America and the Caribbean
56,Guatemala,1980,F,25,999,61.60,30.00,7.90,7.20,4.60,1.20,0.95,2.11,1.64,0.43,0.04,1247,GTM,Latin America and the Caribbean
56,Guatemala,1985,F,25,999,58.06,31.77,9.35,8.58,5.61,1.51,1.11,2.41,1.84,0.52,0.05,1397,GTM,Latin America and the Caribbean
56,Guatemala,1990,F,25,999,54.45,33.57,10.33,9.97,6.76,1.89,1.41,2.71,2.03,0.62,0.07,1573,GTM,Latin America and the Caribbean
56,Guatemala,1995,F,25,999,50.19,35.99,11.29,11.43,8.10,2.29,1.73,3.05,2.24,0.72,0.08,1803,GTM,Latin America and the Caribbean
56,Guatemala,2000,F,25,999,46.30,38.20,12.10,12.80,9.50,2.70,2.06,3.37,2.44,0.83,0.10,2095,GTM,Latin America and the Caribbean
56,Guatemala,2005,F,25,999,45.51,41.88,13.52,10.24,6.93,2.36,1.83,3.16,2.42,0.66,0.08,2470,GTM,Latin America and the Caribbean
56,Guatemala,2010,F,25,999,39.53,44.88,14.70,13.46,9.19,2.13,1.57,3.60,2.72,0.81,0.07,2915,GTM,Latin America and the Caribbean
73,Guyana,1950,F,25,999,27.71,68.32,39.71,3.75,1.47,0.16,0.09,3.71,3.48,0.23,0.00,89,GUY,Latin America and the Caribbean
73,Guyana,1955,F,25,999,22.57,72.41,42.09,4.73,1.81,0.23,0.13,4.03,3.73,0.29,0.01,94,GUY,Latin America and the Caribbean
73,Guyana,1960,F,25,999,20.86,73.22,42.56,5.55,2.15,0.29,0.17,4.17,3.82,0.34,0.01,103,GUY,Latin America and the Caribbean
73,Guyana,1965,F,25,999,18.27,74.61,43.55,6.71,2.59,0.34,0.20,4.39,3.97,0.41,0.01,115,GUY,Latin America and the Caribbean
73,Guyana,1970,F,25,999,16.20,75.70,44.34,7.80,3.03,0.40,0.23,4.58,4.09,0.48,0.01,119,GUY,Latin America and the Caribbean
73,Guyana,1975,F,25,999,13.14,74.99,43.89,11.30,4.52,0.57,0.33,4.99,4.28,0.70,0.02,131,GUY,Latin America and the Caribbean
73,Guyana,1980,F,25,999,10.60,73.00,42.66,15.50,6.61,0.90,0.52,5.45,4.45,0.97,0.03,140,GUY,Latin America and the Caribbean
73,Guyana,1985,F,25,999,8.87,66.85,39.03,22.92,10.32,1.39,0.86,6.13,4.64,1.45,0.04,150,GUY,Latin America and the Caribbean
73,Guyana,1990,F,25,999,8.46,59.23,34.55,30.92,14.63,1.41,0.88,6.74,4.75,1.94,0.05,161,GUY,Latin America and the Caribbean
73,Guyana,1995,F,25,999,8.01,51.55,30.05,39.33,19.24,1.11,0.70,7.34,4.87,2.43,0.04,173,GUY,Latin America and the Caribbean
73,Guyana,2000,F,25,999,7.20,41.40,24.10,51.30,25.34,0.10,0.06,8.08,5.05,3.03,0.00,188,GUY,Latin America and the Caribbean
73,Guyana,2005,F,25,999,6.34,37.75,21.96,55.80,28.52,0.16,0.10,8.48,5.15,3.33,0.01,206,GUY,Latin America and the Caribbean
73,Guyana,2010,F,25,999,5.26,33.19,19.30,60.96,31.96,0.65,0.41,8.98,5.27,3.69,0.02,222,GUY,Latin America and the Caribbean
57,Haiti,1950,F,25,999,93.00,5.20,2.10,1.80,0.50,0.00,0.00,0.40,0.33,0.07,0.00,790,HTI,Latin America and the Caribbean
57,Haiti,1955,F,25,999,92.12,5.89,1.66,1.92,0.56,0.05,0.03,0.43,0.35,0.08,0.00,823,HTI,Latin America and the Caribbean
57,Haiti,1960,F,25,999,91.06,6.89,1.55,1.95,0.65,0.11,0.06,0.47,0.38,0.09,0.00,862,HTI,Latin America and the Caribbean
57,Haiti,1965,F,25,999,89.57,8.10,1.56,2.18,0.86,0.15,0.09,0.55,0.43,0.11,0.00,911,HTI,Latin America and the Caribbean
57,Haiti,1970,F,25,999,88.00,9.10,1.50,2.70,1.30,0.20,0.17,0.65,0.49,0.15,0.01,965,HTI,Latin America and the Caribbean
57,Haiti,1975,F,25,999,84.80,10.84,1.82,4.05,1.78,0.31,0.18,0.86,0.64,0.21,0.01,1029,HTI,Latin America and the Caribbean
57,Haiti,1980,F,25,999,81.30,12.30,1.98,5.90,2.27,0.40,0.27,1.12,0.81,0.30,0.01,1118,HTI,Latin America and the Caribbean
57,Haiti,1985,F,25,999,76.76,14.99,2.31,7.78,2.58,0.47,0.29,1.40,1.01,0.37,0.02,1227,HTI,Latin America and the Caribbean
57,Haiti,1990,F,25,999,69.84,19.53,2.88,10.13,2.83,0.52,0.33,1.78,1.31,0.45,0.02,1350,HTI,Latin America and the Caribbean
57,Haiti,1995,F,25,999,63.31,23.41,3.32,12.64,2.97,0.67,0.44,2.17,1.60,0.54,0.02,1453,HTI,Latin America and the Caribbean
57,Haiti,2000,F,25,999,56.53,27.11,3.70,15.55,3.01,0.87,0.57,2.59,1.91,0.65,0.03,1576,HTI,Latin America and the Caribbean
57,Haiti,2005,F,25,999,50.30,30.14,3.96,18.55,2.88,1.08,0.71,2.98,2.20,0.75,0.04,1755,HTI,Latin America and the Caribbean
57,Haiti,2010,F,25,999,47.60,29.96,3.80,21.21,2.60,1.30,0.85,3.24,2.36,0.83,0.04,1999,HTI,Latin America and the Caribbean
58,Honduras,1950,F,25,999,68.81,28.19,6.64,2.88,2.16,0.14,0.08,1.39,1.23,0.16,0.00,244,HND,Latin America and the Caribbean
58,Honduras,1955,F,25,999,67.24,29.46,6.75,3.14,2.35,0.15,0.09,1.46,1.28,0.17,0.00,280,HND,Latin America and the Caribbean
58,Honduras,1960,F,25,999,65.90,30.60,6.80,3.30,2.47,0.20,0.12,1.52,1.33,0.19,0.01,331,HND,Latin America and the Caribbean
58,Honduras,1965,F,25,999,63.38,32.59,4.70,3.77,2.83,0.25,0.15,1.58,1.36,0.21,0.01,388,HND,Latin America and the Caribbean
58,Honduras,1970,F,25,999,60.22,34.97,4.69,4.49,3.34,0.35,0.20,1.75,1.48,0.26,0.01,435,HND,Latin America and the Caribbean
58,Honduras,1975,F,25,999,56.30,38.10,6.00,5.20,3.80,0.40,0.23,1.97,1.66,0.29,0.01,496,HND,Latin America and the Caribbean
58,Honduras,1980,F,25,999,44.92,45.25,8.24,8.74,6.01,1.07,0.62,2.73,2.19,0.51,0.03,590,HND,Latin America and the Caribbean
58,Honduras,1985,F,25,999,34.10,51.10,11.63,12.70,8.30,2.20,1.37,3.61,2.78,0.76,0.07,705,HND,Latin America and the Caribbean
58,Honduras,1990,F,25,999,28.24,52.91,14.85,16.28,10.41,2.51,1.58,4.19,3.16,0.95,0.08,850,HND,Latin America and the Caribbean
58,Honduras,1995,F,25,999,24.77,52.46,18.00,19.90,12.28,2.79,1.77,4.70,3.48,1.13,0.09,1017,HND,Latin America and the Caribbean
58,Honduras,2000,F,25,999,20.70,53.54,22.13,22.40,13.17,3.29,2.08,5.18,3.81,1.26,0.11,1214,HND,Latin America and the Caribbean
58,Honduras,2005,F,25,999,16.74,55.12,27.42,23.61,13.08,4.49,2.84,5.64,4.16,1.33,0.15,1442,HND,Latin America and the Caribbean
58,Honduras,2010,F,25,999,13.47,54.94,32.77,25.07,13.01,6.48,4.09,6.20,4.52,1.46,0.21,1711,HND,Latin America and the Caribbean
59,Jamaica,1950,F,25,999,19.60,75.67,21.99,4.55,1.76,0.19,0.11,3.42,3.21,0.20,0.01,336,JAM,Latin America and the Caribbean
59,Jamaica,1955,F,25,999,17.95,76.77,22.52,5.07,1.94,0.21,0.12,3.53,3.30,0.22,0.01,368,JAM,Latin America and the Caribbean
59,Jamaica,1960,F,25,999,16.40,77.80,23.60,5.60,2.16,0.20,0.12,3.64,3.39,0.24,0.01,365,JAM,Latin America and the Caribbean
59,Jamaica,1965,F,25,999,10.68,82.62,26.37,6.27,2.41,0.41,0.24,3.97,3.67,0.29,0.01,369,JAM,Latin America and the Caribbean
59,Jamaica,1970,F,25,999,4.60,87.50,29.48,7.20,2.78,0.70,0.40,4.35,3.98,0.34,0.02,369,JAM,Latin America and the Caribbean
59,Jamaica,1975,F,25,999,3.73,84.96,30.78,10.17,4.02,1.14,0.66,4.68,4.15,0.49,0.04,387,JAM,Latin America and the Caribbean
59,Jamaica,1980,F,25,999,3.00,79.40,31.53,15.80,6.67,1.80,1.04,5.22,4.38,0.78,0.06,432,JAM,Latin America and the Caribbean
59,Jamaica,1985,F,25,999,3.27,70.88,30.59,23.53,10.50,2.32,1.43,5.83,4.59,1.16,0.08,484,JAM,Latin America and the Caribbean
59,Jamaica,1990,F,25,999,4.06,62.23,28.77,30.33,14.25,3.38,2.11,6.40,4.75,1.54,0.11,549,JAM,Latin America and the Caribbean
59,Jamaica,1995,F,25,999,5.16,45.33,22.21,41.18,20.04,8.09,5.11,7.57,4.98,2.32,0.26,602,JAM,Latin America and the Caribbean
59,Jamaica,2000,F,25,999,6.35,30.33,15.41,48.22,23.64,15.11,9.58,8.79,5.17,3.13,0.49,655,JAM,Latin America and the Caribbean
59,Jamaica,2005,F,25,999,5.94,25.29,13.44,52.28,26.49,16.46,10.43,9.30,5.29,3.47,0.54,686,JAM,Latin America and the Caribbean
59,Jamaica,2010,F,25,999,5.59,20.45,11.23,55.89,29.14,18.07,11.43,9.80,5.39,3.82,0.59,724,JAM,Latin America and the Caribbean
60,Mexico,1950,F,25,999,51.28,43.97,10.11,4.09,1.37,0.58,0.31,2.12,1.90,0.20,0.02,5696,MEX,Latin America and the Caribbean
60,Mexico,1955,F,25,999,51.24,43.93,10.11,4.15,1.39,0.59,0.31,2.13,1.91,0.20,0.02,6272,MEX,Latin America and the Caribbean
60,Mexico,1960,F,25,999,48.43,45.87,10.70,5.01,1.59,0.62,0.32,2.29,2.03,0.23,0.02,7027,MEX,Latin America and the Caribbean
60,Mexico,1965,F,25,999,46.42,46.65,12.13,6.05,2.28,0.85,0.48,2.51,2.18,0.30,0.03,7925,MEX,Latin America and the Caribbean
60,Mexico,1970,F,25,999,44.33,47.28,13.60,7.17,2.83,1.19,0.73,2.74,2.33,0.37,0.04,9046,MEX,Latin America and the Caribbean
60,Mexico,1975,F,25,999,40.65,48.05,15.70,9.34,3.77,1.94,1.31,3.16,2.59,0.51,0.07,10416,MEX,Latin America and the Caribbean
60,Mexico,1980,F,25,999,37.10,48.70,18.00,11.50,4.69,2.70,1.93,3.59,2.85,0.65,0.09,12223,MEX,Latin America and the Caribbean
60,Mexico,1985,F,25,999,30.53,48.42,18.87,17.11,7.09,3.92,3.13,4.38,3.28,0.96,0.14,14459,MEX,Latin America and the Caribbean
60,Mexico,1990,F,25,999,24.71,47.47,19.36,22.56,9.49,5.26,3.75,5.13,3.67,1.28,0.18,17104,MEX,Latin America and the Caribbean
60,Mexico,1995,F,25,999,19.59,45.26,20.56,27.49,11.58,7.65,6.68,6.00,4.08,1.63,0.29,20346,MEX,Latin America and the Caribbean
60,Mexico,2000,F,25,999,15.35,43.18,31.45,31.79,13.47,9.68,8.31,7.02,4.73,1.94,0.36,24273,MEX,Latin America and the Caribbean
60,Mexico,2005,F,25,999,12.00,38.97,19.44,36.53,15.84,12.50,10.73,7.48,4.69,2.32,0.46,28177,MEX,Latin America and the Caribbean
60,Mexico,2010,F,25,999,9.17,35.03,19.59,41.16,18.10,14.63,12.55,8.19,4.99,2.66,0.54,31860,MEX,Latin America and the Caribbean
61,Nicaragua,1950,F,25,999,65.00,33.00,8.30,1.90,0.74,0.10,0.06,1.45,1.36,0.09,0.00,221,NIC,Latin America and the Caribbean
61,Nicaragua,1955,F,25,999,64.44,33.36,8.36,2.04,0.79,0.12,0.07,1.48,1.38,0.09,0.00,251,NIC,Latin America and the Caribbean
61,Nicaragua,1960,F,25,999,64.00,33.44,8.46,2.37,0.92,0.17,0.10,1.52,1.41,0.11,0.01,287,NIC,Latin America and the Caribbean
61,Nicaragua,1965,F,25,999,63.63,33.51,8.63,2.58,1.00,0.25,0.15,1.57,1.43,0.12,0.01,326,NIC,Latin America and the Caribbean
61,Nicaragua,1970,F,25,999,63.31,33.31,8.80,2.91,1.14,0.46,0.26,1.63,1.47,0.15,0.01,374,NIC,Latin America and the Caribbean
61,Nicaragua,1975,F,25,999,63.05,32.50,8.88,3.39,1.36,1.05,0.60,1.75,1.51,0.21,0.03,432,NIC,Latin America and the Caribbean
61,Nicaragua,1980,F,25,999,62.81,31.20,8.88,3.91,1.67,2.07,1.20,1.92,1.56,0.29,0.07,510,NIC,Latin America and the Caribbean
61,Nicaragua,1985,F,25,999,61.34,30.64,9.12,4.11,1.85,3.91,2.43,2.21,1.67,0.41,0.13,594,NIC,Latin America and the Caribbean
61,Nicaragua,1990,F,25,999,58.70,29.66,9.23,6.18,2.93,5.46,3.44,2.64,1.87,0.60,0.18,680,NIC,Latin America and the Caribbean
61,Nicaragua,1995,F,25,999,55.18,29.83,9.73,8.56,4.20,6.44,4.07,3.07,2.09,0.77,0.21,793,NIC,Latin America and the Caribbean
61,Nicaragua,2000,F,25,999,50.71,30.79,10.55,10.77,5.34,7.72,4.90,3.55,2.35,0.95,0.25,921,NIC,Latin America and the Caribbean
61,Nicaragua,2005,F,25,999,46.89,29.14,10.47,14.36,7.37,9.62,6.08,4.13,2.63,1.19,0.31,1096,NIC,Latin America and the Caribbean
61,Nicaragua,2010,F,25,999,42.42,26.78,10.10,19.04,10.06,11.76,7.42,4.83,2.95,1.49,0.38,1319,NIC,Latin America and the Caribbean
62,Panama,1950,F,25,999,37.80,49.60,22.10,11.50,3.36,1.10,0.68,3.45,2.91,0.51,0.04,173,PAN,Latin America and the Caribbean
62,Panama,1955,F,25,999,34.46,51.45,23.70,12.77,3.64,1.30,0.79,3.71,3.10,0.57,0.04,193,PAN,Latin America and the Caribbean
62,Panama,1960,F,25,999,28.50,54.30,25.10,15.30,4.10,1.90,1.18,4.17,3.41,0.70,0.06,214,PAN,Latin America and the Caribbean
62,Panama,1965,F,25,999,26.29,54.48,23.13,16.88,5.15,2.34,1.43,4.36,3.48,0.80,0.08,240,PAN,Latin America and the Caribbean
62,Panama,1970,F,25,999,23.70,54.01,22.80,18.84,6.56,3.45,2.09,4.72,3.64,0.97,0.11,272,PAN,Latin America and the Caribbean
62,Panama,1975,F,25,999,21.23,52.09,23.24,21.70,9.05,4.99,2.95,5.24,3.86,1.22,0.16,317,PAN,Latin America and the Caribbean
62,Panama,1980,F,25,999,18.89,48.86,22.85,24.53,12.07,7.72,4.19,5.89,4.09,1.56,0.24,377,PAN,Latin America and the Caribbean
62,Panama,1985,F,25,999,15.92,45.75,23.19,27.75,15.20,10.59,6.23,6.63,4.37,1.92,0.34,442,PAN,Latin America and the Caribbean
62,Panama,1990,F,25,999,13.07,41.80,21.48,30.82,16.08,14.31,8.08,7.32,4.61,2.27,0.45,524,PAN,Latin America and the Caribbean
62,Panama,1995,F,25,999,10.98,37.86,22.56,33.51,20.03,17.65,11.83,8.14,4.88,2.67,0.59,624,PAN,Latin America and the Caribbean
62,Panama,2000,F,25,999,9.66,34.43,20.61,33.69,19.22,22.02,15.90,8.66,4.99,2.91,0.76,731,PAN,Latin America and the Caribbean
62,Panama,2005,F,25,999,8.20,32.00,20.76,36.47,22.94,23.34,16.97,9.16,5.17,3.18,0.81,835,PAN,Latin America and the Caribbean
62,Panama,2010,F,25,999,6.93,29.53,19.72,37.77,24.23,25.77,18.50,9.58,5.29,3.41,0.89,946,PAN,Latin America and the Caribbean
74,Paraguay,1950,F,25,999,55.60,39.84,8.44,4.22,1.73,0.33,0.19,1.93,1.72,0.20,0.01,347,PRY,Latin America and the Caribbean
74,Paraguay,1955,F,25,999,41.82,53.34,8.10,4.47,1.83,0.36,0.21,2.35,2.13,0.21,0.01,366,PRY,Latin America and the Caribbean
74,Paraguay,1960,F,25,999,33.80,60.70,9.05,5.00,2.09,0.50,0.29,2.68,2.42,0.24,0.02,386,PRY,Latin America and the Caribbean
74,Paraguay,1965,F,25,999,30.69,61.80,9.54,6.80,2.88,0.71,0.46,2.95,2.59,0.33,0.02,415,PRY,Latin America and the Caribbean
74,Paraguay,1970,F,25,999,25.40,64.40,10.60,9.10,4.00,1.20,0.95,3.38,2.87,0.47,0.04,448,PRY,Latin America and the Caribbean
74,Paraguay,1975,F,25,999,22.48,64.77,12.81,11.30,5.00,1.44,0.98,3.71,3.09,0.58,0.05,489,PRY,Latin America and the Caribbean
74,Paraguay,1980,F,25,999,17.90,64.80,15.30,14.70,7.00,2.50,1.90,4.32,3.44,0.80,0.09,587,PRY,Latin America and the Caribbean
74,Paraguay,1985,F,25,999,13.92,64.78,18.82,16.62,8.24,4.67,3.43,4.97,3.79,1.03,0.16,690,PRY,Latin America and the Caribbean
74,Paraguay,1990,F,25,999,11.29,63.58,20.75,17.75,9.44,7.36,4.99,5.54,4.04,1.26,0.25,821,PRY,Latin America and the Caribbean
74,Paraguay,1995,F,25,999,9.39,64.93,28.46,18.20,11.35,7.46,5.69,5.94,4.34,1.33,0.26,962,PRY,Latin America and the Caribbean
74,Paraguay,2000,F,25,999,10.96,63.83,17.75,17.82,13.19,7.39,6.03,5.60,3.96,1.37,0.27,1117,PRY,Latin America and the Caribbean
74,Paraguay,2005,F,25,999,6.84,56.92,25.44,31.60,21.66,4.62,3.61,6.68,4.64,1.87,0.16,1296,PRY,Latin America and the Caribbean
74,Paraguay,2010,F,25,999,4.66,49.94,26.11,40.48,28.42,4.91,3.80,7.54,5.00,2.36,0.17,1531,PRY,Latin America and the Caribbean
75,Peru,1950,F,25,999,63.25,30.19,11.67,5.66,3.34,0.90,0.63,1.96,1.65,0.28,0.03,1519,PER,Latin America and the Caribbean
75,Peru,1955,F,25,999,59.50,32.48,12.26,6.87,3.99,1.17,0.85,2.21,1.82,0.34,0.04,1697,PER,Latin America and the Caribbean
75,Peru,1960,F,25,999,56.30,34.40,12.70,7.90,4.52,1.40,1.06,2.42,1.97,0.40,0.05,1918,PER,Latin America and the Caribbean
75,Peru,1965,F,25,999,51.85,36.86,13.35,9.32,5.27,1.98,1.55,2.74,2.18,0.48,0.07,2178,PER,Latin America and the Caribbean
75,Peru,1970,F,25,999,47.50,38.70,13.70,10.90,6.00,3.00,2.61,3.12,2.41,0.60,0.11,2474,PER,Latin America and the Caribbean
75,Peru,1975,F,25,999,40.63,39.90,15.07,14.59,8.04,4.83,4.21,3.84,2.81,0.84,0.18,2850,PER,Latin America and the Caribbean
75,Peru,1980,F,25,999,34.20,39.90,15.50,18.30,9.70,7.70,6.69,4.64,3.22,1.13,0.29,3322,PER,Latin America and the Caribbean
75,Peru,1985,F,25,999,29.84,38.68,12.62,22.12,13.03,9.17,7.94,5.14,3.42,1.38,0.34,3881,PER,Latin America and the Caribbean
75,Peru,1990,F,25,999,25.70,36.39,10.37,24.87,16.75,13.03,11.26,5.90,3.68,1.73,0.49,4535,PER,Latin America and the Caribbean
75,Peru,1995,F,25,999,23.73,33.67,8.88,24.14,22.37,18.46,15.92,6.61,3.83,2.09,0.69,5189,PER,Latin America and the Caribbean
75,Peru,2000,F,25,999,19.74,32.19,8.55,28.78,22.42,19.29,16.61,7.10,4.11,2.28,0.72,5953,PER,Latin America and the Caribbean
75,Peru,2005,F,25,999,15.52,31.51,8.51,32.30,22.93,20.67,17.78,7.61,4.38,2.46,0.77,6818,PER,Latin America and the Caribbean
75,Peru,2010,F,25,999,12.23,30.22,8.37,35.79,22.95,21.76,18.70,8.02,4.61,2.60,0.81,7731,PER,Latin America and the Caribbean
65,Trinidad and Tobago,1950,F,25,999,25.39,68.14,39.10,6.21,1.91,0.25,0.15,4.47,4.21,0.26,0.01,138,TTO,Latin America and the Caribbean
